V12,CollegeGrad,Service,Race_Asian NH,Race_Black NH,Race_White NH
13047.0,128035.0,57221.0,0,0,1
0.0,773.0,974.0,0,0,0
107.0,2380.0,776.0,1,0,0
0.0,5368.0,13050.0,0,1,0
0.0,1004.0,831.0,0,0,0
189.0,85970.0,57655.0,0,0,1
132.0,1053.0,3317.0,0,0,0
0.0,5902.0,3098.0,1,0,0
0.0,2813.0,11505.0,0,1,0
0.0,2654.0,3792.0,0,0,0
2056.0,106316.0,66488.0,0,0,1
0.0,4226.0,7603.0,0,0,0
0.0,2308.0,2475.0,1,0,0
0.0,2790.0,3209.0,0,1,0
0.0,22777.0,51921.0,0,0,0
382.0,68695.0,27576.0,0,0,1
0.0,896.0,788.0,0,0,0
0.0,3676.0,825.0,1,0,0
0.0,3234.0,3603.0,0,1,0
0.0,4830.0,8924.0,0,0,0
3918.0,68964.0,50036.0,0,0,1
52.0,9910.0,6102.0,0,0,0
170.0,48726.0,20073.0,1,0,0
391.0,180255.0,185697.0,0,1,0
172.0,30767.0,64333.0,0,0,0
7336.0,471984.0,176717.0,0,0,1
0.0,4810.0,2704.0,0,0,0
513.0,18391.0,5234.0,1,0,0
64.0,11239.0,14721.0,0,1,0
158.0,37477.0,69358.0,0,0,0
3292.0,218129.0,68947.0,0,0,1
0.0,1595.0,1993.0,0,0,0
143.0,5158.0,3357.0,1,0,0
103.0,1005.0,5077.0,0,1,0
42.0,8606.0,33875.0,0,0,0
1417.0,33911.0,28859.0,0,0,1
0.0,5254.0,3989.0,0,0,0
430.0,28353.0,11645.0,1,0,0
369.0,63832.0,101514.0,0,1,0
40.0,9769.0,18021.0,0,0,0
11726.0,282565.0,117124.0,0,0,1
0.0,1302.0,1021.0,0,0,0
0.0,3258.0,1813.0,1,0,0
278.0,17689.0,34347.0,0,1,0
0.0,4324.0,2058.0,0,0,0
437.0,64651.0,32062.0,0,0,1
0.0,645.0,330.0,0,0,0
0.0,2105.0,1040.0,1,0,0
0.0,23159.0,41550.0,0,1,0
0.0,2116.0,5004.0,0,0,0
1180.0,96173.0,33516.0,0,0,1
69.0,8936.0,13779.0,0,0,0
3781.0,51497.0,17864.0,1,0,0
404.0,25869.0,46698.0,0,1,0
304.0,23939.0,53918.0,0,0,0
28756.0,559003.0,233041.0,0,0,1
0.0,2202.0,1614.0,0,0,0
107.0,4752.0,2307.0,1,0,0
125.0,8678.0,20091.0,0,1,0
0.0,3484.0,5920.0,0,0,0
3029.0,120599.0,90983.0,0,0,1
0.0,3038.0,4000.0,0,0,0
0.0,12169.0,4470.0,1,0,0
442.0,41272.0,53716.0,0,1,0
122.0,12708.0,17278.0,0,0,0
4659.0,215067.0,103864.0,0,0,1
687.0,19251.0,10348.0,0,0,0
4074.0,147522.0,41472.0,1,0,0
2323.0,115393.0,183129.0,0,1,0
2568.0,98678.0,221434.0,0,0,0
56517.0,947267.0,363444.0,0,0,1
0.0,1015.0,762.0,0,0,0
22.0,1830.0,471.0,1,0,0
0.0,9286.0,17529.0,0,1,0
0.0,3895.0,9404.0,0,0,0
650.0,48886.0,40001.0,0,0,1
0.0,2618.0,2123.0,0,0,0
0.0,6084.0,3518.0,1,0,0
0.0,15209.0,33021.0,0,1,0
88.0,4666.0,3505.0,0,0,0
1286.0,183214.0,116232.0,0,0,1
0.0,2180.0,4874.0,0,0,0
124.0,8389.0,4011.0,1,0,0
0.0,22143.0,64927.0,0,1,0
23.0,3565.0,12095.0,0,0,0
1441.0,228747.0,154845.0,0,0,1
0.0,1043.0,1421.0,0,0,0
0.0,3397.0,271.0,1,0,0
0.0,20684.0,33489.0,0,1,0
0.0,2240.0,4246.0,0,0,0
943.0,67668.0,32204.0,0,0,1
50.0,4725.0,2664.0,0,0,0
66.0,14846.0,5482.0,1,0,0
90.0,18718.0,36999.0,0,1,0
0.0,4595.0,9296.0,0,0,0
1733.0,218587.0,114051.0,0,0,1
138.0,11199.0,9987.0,0,0,0
809.0,56561.0,19934.0,1,0,0
103.0,70093.0,65563.0,0,1,0
774.0,53290.0,142301.0,0,0,0
11038.0,428643.0,139291.0,0,0,1
0.0,5932.0,3013.0,0,0,0
646.0,15732.0,8570.0,1,0,0
130.0,26669.0,30617.0,0,1,0
92.0,24051.0,55365.0,0,0,0
4218.0,192818.0,91830.0,0,0,1
0.0,1552.0,2029.0,0,0,0
0.0,1979.0,2492.0,1,0,0
0.0,8820.0,19555.0,0,1,0
0.0,1249.0,2117.0,0,0,0
128.0,82120.0,72565.0,0,0,1
0.0,7265.0,7538.0,0,0,0
487.0,15684.0,10962.0,1,0,0
774.0,12521.0,19691.0,0,1,0
242.0,27803.0,70548.0,0,0,0
13831.0,352901.0,125430.0,0,0,1
94.0,8865.0,10352.0,0,0,0
430.0,32350.0,9550.0,1,0,0
0.0,64600.0,130416.0,0,1,0
0.0,8449.0,18719.0,0,0,0
2188.0,402025.0,269406.0,0,0,1
0.0,806.0,654.0,0,0,0
0.0,1851.0,560.0,1,0,0
0.0,2091.0,2302.0,0,1,0
223.0,40610.0,75537.0,0,0,0
391.0,19106.0,6951.0,0,0,1
41.0,2723.0,3979.0,0,0,0
409.0,13369.0,7462.0,1,0,0
583.0,39239.0,71468.0,0,1,0
1487.0,53876.0,51931.0,0,0,0
10948.0,133377.0,69953.0,0,0,1
133.0,814.0,1699.0,0,0,0
167.0,1567.0,507.0,1,0,0
0.0,2442.0,9340.0,0,1,0
66.0,6756.0,17494.0,0,0,0
2298.0,58151.0,39303.0,0,0,1
185.0,2642.0,1947.0,0,0,0
312.0,13844.0,7746.0,1,0,0
205.0,3341.0,5942.0,0,1,0
106.0,17832.0,49181.0,0,0,0
1966.0,51349.0,32140.0,0,0,1
0.0,750.0,1755.0,0,0,0
0.0,2211.0,2027.0,1,0,0
0.0,4535.0,11256.0,0,1,0
0.0,4697.0,7069.0,0,0,0
490.0,116011.0,81916.0,0,0,1
0.0,3798.0,2911.0,0,0,0
0.0,5081.0,2789.0,1,0,0
0.0,26910.0,39834.0,0,1,0
0.0,3927.0,10991.0,0,0,0
2524.0,134939.0,76708.0,0,0,1
0.0,1081.0,1371.0,0,0,0
0.0,2647.0,1500.0,1,0,0
80.0,10409.0,23566.0,0,1,0
0.0,1314.0,8939.0,0,0,0
387.0,89220.0,56182.0,0,0,1
86.0,1462.0,3074.0,0,0,0
0.0,2707.0,1362.0,1,0,0
0.0,2960.0,7829.0,0,1,0
0.0,1637.0,5126.0,0,0,0
2115.0,74442.0,52381.0,0,0,1
0.0,2278.0,1651.0,0,0,0
169.0,6705.0,2950.0,1,0,0
0.0,6917.0,13695.0,0,1,0
0.0,6414.0,19503.0,0,0,0
4169.0,83303.0,35944.0,0,0,1
69.0,14447.0,18514.0,0,0,0
391.0,85795.0,68054.0,1,0,0
0.0,1599.0,2681.0,0,1,0
0.0,5225.0,6940.0,0,0,0
474.0,36698.0,13679.0,0,0,1
0.0,10289.0,5603.0,0,0,0
1092.0,76576.0,30350.0,1,0,0
145.0,85073.0,108745.0,0,1,0
244.0,90671.0,226244.0,0,0,0
13745.0,402530.0,125305.0,0,0,1
0.0,2726.0,3786.0,0,0,0
97.0,7472.0,3198.0,1,0,0
210.0,19927.0,35569.0,0,1,0
0.0,4525.0,17760.0,0,0,0
1713.0,219374.0,126841.0,0,0,1
188.0,2665.0,2876.0,0,0,0
483.0,8947.0,5682.0,1,0,0
235.0,20980.0,36051.0,0,1,0
169.0,9134.0,10987.0,0,0,0
7751.0,136521.0,75090.0,0,0,1
124.0,3279.0,5133.0,0,0,0
91.0,7826.0,5334.0,1,0,0
0.0,17093.0,30754.0,0,1,0
0.0,9268.0,24174.0,0,0,0
4383.0,234070.0,116429.0,0,0,1
0.0,710.0,879.0,0,0,0
0.0,2258.0,1058.0,1,0,0
82.0,4409.0,4448.0,0,1,0
0.0,2214.0,1680.0,0,0,0
1592.0,74474.0,50423.0,0,0,1
0.0,3942.0,8355.0,0,0,0
302.0,39258.0,38230.0,1,0,0
0.0,13979.0,32750.0,0,1,0
147.0,18357.0,111728.0,0,0,0
3865.0,116664.0,116227.0,0,0,1
0.0,900.0,1321.0,0,0,0
0.0,2956.0,1455.0,1,0,0
0.0,12473.0,24043.0,0,1,0
0.0,1028.0,4702.0,0,0,0
286.0,66437.0,37409.0,0,0,1
716.0,29330.0,20125.0,0,0,0
6338.0,356833.0,128090.0,1,0,0
1885.0,84395.0,95969.0,0,1,0
2315.0,207071.0,542527.0,0,0,0
47493.0,612319.0,181357.0,0,0,1
706.0,10798.0,4307.0,0,0,0
3058.0,139472.0,41673.0,1,0,0
593.0,7056.0,4609.0,0,1,0
1451.0,55909.0,127805.0,0,0,0
19303.0,293301.0,86789.0,0,0,1
0.0,2103.0,2130.0,0,0,0
0.0,3807.0,2981.0,1,0,0
0.0,11250.0,22841.0,0,1,0
0.0,2297.0,4851.0,0,0,0
1115.0,105049.0,69309.0,0,0,1
0.0,0.0,0.0,0,0,0
0.0,3003.0,0.0,1,0,0
0.0,436.0,333.0,0,1,0
264.0,41159.0,72453.0,0,0,0
111.0,11047.0,3832.0,0,0,1
0.0,1602.0,1317.0,0,0,0
0.0,4646.0,2074.0,1,0,0
57.0,29264.0,63440.0,0,1,0
0.0,2335.0,5253.0,0,0,0
1108.0,89104.0,38212.0,0,0,1
85.0,2529.0,1448.0,0,0,0
388.0,8271.0,8121.0,1,0,0
474.0,26203.0,54226.0,0,1,0
7051.0,184067.0,177818.0,0,0,0
7537.0,68495.0,24203.0,0,0,1
0.0,2785.0,3650.0,0,0,0
104.0,7996.0,2969.0,1,0,0
0.0,9951.0,37829.0,0,1,0
0.0,7149.0,19589.0,0,0,0
1645.0,196200.0,100847.0,0,0,1
0.0,6738.0,10990.0,0,0,0
1057.0,29020.0,16347.0,1,0,0
547.0,15472.0,34610.0,0,1,0
291.0,11755.0,27928.0,0,0,0
23349.0,514837.0,209742.0,0,0,1
0.0,2358.0,1998.0,0,0,0
366.0,11130.0,2367.0,1,0,0
0.0,4638.0,8446.0,0,1,0
299.0,7244.0,17220.0,0,0,0
6081.0,168214.0,79660.0,0,0,1
0.0,2309.0,1864.0,0,0,0
0.0,5598.0,4364.0,1,0,0
0.0,23368.0,35000.0,0,1,0
0.0,3407.0,15170.0,0,0,0
1654.0,179085.0,93755.0,0,0,1
0.0,1775.0,1773.0,0,0,0
227.0,4333.0,3675.0,1,0,0
0.0,26298.0,60420.0,0,1,0
0.0,8176.0,12907.0,0,0,0
1223.0,83410.0,49227.0,0,0,1
1000.0,32212.0,25350.0,0,0,0
7048.0,234600.0,135945.0,1,0,0
3912.0,201990.0,340153.0,0,1,0
2940.0,189190.0,456263.0,0,0,0
74134.0,815356.0,242432.0,0,0,1
280.0,3621.0,4162.0,0,0,0
1422.0,41537.0,9868.0,1,0,0
342.0,26108.0,37117.0,0,1,0
194.0,25510.0,62327.0,0,0,0
26440.0,324487.0,148522.0,0,0,1
33.0,4149.0,3148.0,0,0,0
913.0,47868.0,11082.0,1,0,0
99.0,8928.0,14071.0,0,1,0
889.0,29865.0,36921.0,0,0,0
8414.0,164125.0,52775.0,0,0,1
126.0,2792.0,3202.0,0,0,0
252.0,28123.0,4384.0,1,0,0
0.0,8542.0,10824.0,0,1,0
788.0,24835.0,37011.0,0,0,0
1913.0,48529.0,15030.0,0,0,1
0.0,5336.0,1889.0,0,0,0
1640.0,63105.0,8241.0,1,0,0
56.0,11921.0,12273.0,0,1,0
121.0,14668.0,24771.0,0,0,0
6787.0,135088.0,50476.0,0,0,1
49.0,3358.0,3739.0,0,0,0
1199.0,27382.0,6924.0,1,0,0
545.0,42845.0,58291.0,0,1,0
869.0,25195.0,49414.0,0,0,0
15480.0,225438.0,77157.0,0,0,1
144.0,3900.0,4633.0,0,0,0
166.0,12257.0,5631.0,1,0,0
257.0,40432.0,63876.0,0,1,0
0.0,7978.0,10907.0,0,0,0
3912.0,141453.0,79670.0,0,0,1
0.0,6527.0,9541.0,0,0,0
107.0,6121.0,4192.0,1,0,0
0.0,10597.0,19341.0,0,1,0
0.0,5682.0,18299.0,0,0,0
1329.0,103456.0,63474.0,0,0,1
0.0,3352.0,3950.0,0,0,0
0.0,1866.0,2409.0,1,0,0
0.0,4180.0,10756.0,0,1,0
0.0,4331.0,7002.0,0,0,0
724.0,99056.0,44304.0,0,0,1
0.0,5590.0,5150.0,0,0,0
347.0,17965.0,8445.0,1,0,0
238.0,24071.0,46210.0,0,1,0
658.0,44625.0,65862.0,0,0,0
8862.0,194475.0,114708.0,0,0,1
255.0,11813.0,8825.0,0,0,0
2023.0,59585.0,24778.0,1,0,0
1305.0,74110.0,155614.0,0,1,0
1231.0,21714.0,58804.0,0,0,0
36823.0,621448.0,283577.0,0,0,1
162.0,8198.0,12183.0,0,0,0
525.0,28610.0,13905.0,1,0,0
0.0,13787.0,19293.0,0,1,0
299.0,46287.0,124510.0,0,0,0
6153.0,381228.0,180916.0,0,0,1
100.0,3816.0,3392.0,0,0,0
1175.0,8854.0,2939.0,1,0,0
436.0,12570.0,35227.0,0,1,0
81.0,2037.0,3267.0,0,0,0
11454.0,290940.0,204296.0,0,0,1
0.0,7755.0,8319.0,0,0,0
214.0,22006.0,16370.0,1,0,0
0.0,5842.0,8571.0,0,1,0
0.0,12050.0,33383.0,0,0,0
2154.0,276310.0,146628.0,0,0,1
0.0,1538.0,2946.0,0,0,0
0.0,4001.0,3775.0,1,0,0
0.0,3990.0,8549.0,0,1,0
0.0,4387.0,17371.0,0,0,0
2124.0,107172.0,84336.0,0,0,1
252.0,4746.0,2939.0,0,0,0
181.0,15919.0,3901.0,1,0,0
157.0,43426.0,36511.0,0,1,0
0.0,7234.0,23722.0,0,0,0
5816.0,224390.0,73595.0,0,0,1
88.0,2404.0,1589.0,0,0,0
357.0,7765.0,3600.0,1,0,0
441.0,29616.0,47368.0,0,1,0
183.0,3648.0,10088.0,0,0,0
5011.0,130384.0,47546.0,0,0,1
354.0,9420.0,11056.0,0,0,0
830.0,63749.0,26013.0,1,0,0
0.0,23175.0,30564.0,0,1,0
829.0,66187.0,199359.0,0,0,0
6710.0,180098.0,125156.0,0,0,1
75.0,1238.0,1365.0,0,0,0
118.0,3019.0,2800.0,1,0,0
423.0,6893.0,19600.0,0,1,0
0.0,4249.0,7036.0,0,0,0
3506.0,127605.0,77435.0,0,0,1
0.0,9252.0,7266.0,0,0,0
531.0,43064.0,32191.0,1,0,0
118.0,12775.0,18911.0,0,1,0
786.0,20491.0,40747.0,0,0,0
5456.0,174353.0,91930.0,0,0,1
0.0,4093.0,5033.0,0,0,0
121.0,10643.0,5939.0,1,0,0
28.0,34892.0,85823.0,0,1,0
0.0,5620.0,7736.0,0,0,0
3483.0,311162.0,186663.0,0,0,1
0.0,3192.0,4230.0,0,0,0
77.0,8709.0,8382.0,1,0,0
0.0,2063.0,1900.0,0,1,0
122.0,10366.0,29800.0,0,0,0
1344.0,173023.0,90497.0,0,0,1
0.0,4570.0,2479.0,0,0,0
86.0,7779.0,5421.0,1,0,0
102.0,14021.0,18383.0,0,1,0
640.0,60816.0,127927.0,0,0,0
2602.0,129629.0,53747.0,0,0,1
332.0,11520.0,8366.0,0,0,0
1988.0,74160.0,37677.0,1,0,0
93.0,14488.0,15301.0,0,1,0
2026.0,57839.0,116581.0,0,0,0
13001.0,295442.0,108507.0,0,0,1
280.0,11717.0,4464.0,0,0,0
3334.0,110379.0,57429.0,1,0,0
566.0,10768.0,10883.0,0,1,0
1018.0,33003.0,64966.0,0,0,0
22184.0,245203.0,53241.0,0,0,1
962.0,14933.0,6718.0,0,0,0
3287.0,130366.0,46653.0,1,0,0
172.0,27645.0,30637.0,0,1,0
1058.0,35574.0,78820.0,0,0,0
14301.0,229188.0,70256.0,0,0,1
357.0,7561.0,3814.0,0,0,0
5038.0,139699.0,37932.0,1,0,0
104.0,5743.0,4240.0,0,1,0
481.0,28708.0,59189.0,0,0,0
12075.0,149975.0,34090.0,0,0,1
0.0,1027.0,2077.0,0,0,0
414.0,2235.0,1938.0,1,0,0
0.0,2392.0,6948.0,0,1,0
300.0,3120.0,10788.0,0,0,0
2524.0,78814.0,48583.0,0,0,1
0.0,508.0,678.0,0,0,0
382.0,1218.0,798.0,1,0,0
56.0,615.0,1770.0,0,1,0
0.0,1164.0,5022.0,0,0,0
1696.0,64277.0,58437.0,0,0,1
0.0,12710.0,10879.0,0,0,0
286.0,81565.0,41572.0,1,0,0
0.0,12733.0,22850.0,0,1,0
0.0,18236.0,36875.0,0,0,0
5677.0,387652.0,153927.0,0,0,1
0.0,2170.0,1606.0,0,0,0
0.0,13425.0,9495.0,1,0,0
76.0,2363.0,5359.0,0,1,0
170.0,6912.0,21561.0,0,0,0
1133.0,28513.0,21764.0,0,0,1
0.0,1089.0,1589.0,0,0,0
0.0,3488.0,1727.0,1,0,0
188.0,3325.0,10535.0,0,1,0
0.0,1369.0,3146.0,0,0,0
1901.0,75588.0,62291.0,0,0,1
39.0,3506.0,7281.0,0,0,0
0.0,5829.0,8334.0,1,0,0
0.0,3200.0,6126.0,0,1,0
0.0,1336.0,8040.0,0,0,0
665.0,69234.0,55963.0,0,0,1
483.0,5573.0,5303.0,0,0,0
131.0,14352.0,13388.0,1,0,0
723.0,24783.0,39671.0,0,1,0
822.0,35846.0,52043.0,0,0,0
14543.0,286791.0,154771.0,0,0,1
0.0,2912.0,4945.0,0,0,0
175.0,3819.0,3280.0,1,0,0
0.0,2959.0,3891.0,0,1,0
0.0,19315.0,45456.0,0,0,0
1281.0,93730.0,51230.0,0,0,1
0.0,8261.0,10335.0,0,0,0
267.0,1396.0,2715.0,1,0,0
0.0,6690.0,9979.0,0,1,0
0.0,2210.0,10431.0,0,0,0
842.0,77718.0,44391.0,0,0,1
0.0,2812.0,1290.0,0,0,0
553.0,15265.0,3334.0,1,0,0
0.0,1044.0,1703.0,0,1,0
369.0,14108.0,33056.0,0,0,0
4769.0,74848.0,26644.0,0,0,1
636.0,24020.0,12395.0,0,0,0
3086.0,116577.0,51482.0,1,0,0
2912.0,173804.0,176614.0,0,1,0
891.0,62297.0,144232.0,0,0,0
43540.0,623478.0,169961.0,0,0,1
318.0,1852.0,2219.0,0,0,0
523.0,7579.0,2914.0,1,0,0
311.0,14601.0,31435.0,0,1,0
486.0,17679.0,35051.0,0,0,0
11145.0,154284.0,63342.0,0,0,1
